id,address,price,floor,total_floors,rooms,square,city,remont,balcon,uid,view,year,type_perec,hot_water,fundament,kitchen
195,"Триумфальная улица, 13",4800000,5,9,1,40.1,Волгоград,design,1,2057663105,garden,1989,Железобетонный,0,0,"8,5 м2"
196,"улица 35-й Гвардейской Дивизии, 52",5200000,3,5,1,45.0,Волгоград,design,1,2057852191,garden,0,0,0,0,16 м2
197,"Удмуртский переулок, 2",3700000,7,9,1,33.4,Волгоград,design,1,2058392407,garden,2018,Железобетонный,Центральное,0,"7,9 м2"
198,"улица 50 лет СССР, 50",5700000,3,14,1,40.0,Уфа,design,1,2059330543,garden,1986,Железобетонный,0,0,10 м2
199,"улица Рихарда Зорге, 30/1",5690000,2,5,1,32.0,Уфа,design,1,2059522587,garden,1965,Железобетонный,0,Ленточный,12 м2
200,"Российская улица, 76",3800000,3,5,1,30.2,Уфа,design,1,2059545389,garden,1961,Железобетонный,0,Ленточный,"5,9 м2"
201,"Бородинская улица, 9",4700000,18,25,1,33.0,Уфа,design,1,2059530929,garden,2020,Железобетонный,Центральное,0,"8,7 м2"
202,"Яркий бульвар, 9",5850000,12,22,1,33.7,Уфа,design,1,2059582875,garden,2021,Железобетонный,0,0,"14,6 м2"
203,"улица Гоголя, 80",4299999,6,6,1,29.3,Уфа,design,1,2057597218,garden,1976,Железобетонный,0,Иной,"6,4 м2"
204,"Дагестанская улица, 16/1",3990000,7,9,1,37.0,Уфа,design,1,2059670525,garden,2012,Железобетонный,0,0,"9,4 м2"
205,"Минигали Губайдуллина, 10/1",7000000,14,27,1,40.2,Уфа,design,1,2059788262,garden,2023,0,0,0,"9,3 м2"
206,"Полтавская улица, 84",2550000,2,5,1,32.0,Оренбург,well_done,1,2059049821,garden,1987,Железобетонный,0,0,"7,2 м2"
207,"улица Ямашева, 6/1",3550000,3,14,1,40.0,Оренбург,well_done,1,2059829392,garden,2022,Железобетонный,Центральное,0,10 м2
208,"Просторная улица, 19/2",4100000,10,13,1,42.0,Оренбург,well_done,1,2059337698,garden,2008,0,0,0,"10,2 м2"
209,"Ульяновская улица, 12/1",6550000,1,14,1,35.0,Владивосток,well_done,1,2059362957,garden,1983,Железобетонный,0,Ленточный,7 м2
210,"бульвар Победы, 51А",3700000,1,10,1,34.2,Воронеж,well_done,1,1867420778,garden,2007,Железобетонный,0,0,10 м2
211,"жилой массив Олимпийский, 5",4900000,11,17,1,37.0,Воронеж,well_done,1,2059366990,garden,2016,Железобетонный,0,Сплошной,10 м2
212,"Кольцовская улица, 76",3950000,4,5,1,31.5,Воронеж,well_done,1,2056238889,garden,1961,Железобетонный,0,Ленточный,6 м2
213,"Подклетенская улица, 19",3200000,1,9,1,30.0,Воронеж,well_done,1,2056496021,garden,1990,Железобетонный,0,0,8 м2
214,"улица Владимира Невского, 38",4900000,8,17,1,40.0,Воронеж,well_done,1,2057961681,garden,2014,Железобетонный,0,0,"10,3 м2"
215,"улица Независимости, 55/7",4490000,2,10,1,44.0,Воронеж,well_done,1,2058838193,garden,2018,Железобетонный,0,0,"10,7 м2"
216,"Олимпийский бульвар, 6",4650000,13,19,1,40.4,Воронеж,well_done,1,2059868838,garden,2016,Железобетонный,0,0,"10,3 м2"
217,"улица Кривошеина, 13/5",5500000,9,17,1,37.1,Воронеж,well_done,1,2058949915,garden,2020,Железобетонный,0,0,"11,3 м2"
218,"улица Тимирязева, 27А",4200000,3,17,1,32.9,Воронеж,well_done,1,2059409095,garden,2010,0,0,0,9 м2
219,"улица Урицкого, 155",5500000,16,17,1,41.3,Воронеж,well_done,1,1827020141,garden,2013,Железобетонный,0,Сплошной,"11,3 м2"
220,"улица Артамонова, 4Д",4600000,15,17,1,33.1,Воронеж,well_done,1,2059662863,garden,2019,Железобетонный,Центральное,0,9 м2
221,"улица Берёзовая Роща, 54/2",4980000,1,16,1,40.7,Воронеж,well_done,1,2059068301,garden,2013,Железобетонный,0,Ленточный,12 м2
222,"улица Суворова, 122В",4590000,3,25,1,41.2,Воронеж,well_done,1,2057894307,garden,2021,Железобетонный,Центральное,0,11 м2
223,"улица 45-й Стрелковой Дивизии, 251Д",4399000,17,17,1,38.4,Воронеж,well_done,1,2058405171,garden,2014,Железобетонный,0,0,11 м2
224,"улица 9 Января, 225/1",4850000,11,20,1,36.0,Воронеж,well_done,1,2059495640,garden,2023,Железобетонный,Центральное,0,9 м2
225,"улица 9 Января, 225/1",5090000,16,20,1,40.0,Воронеж,well_done,1,2056971398,garden,2023,Железобетонный,Центральное,0,12 м2
226,"улица Цюрупы, 16",3799000,5,5,1,31.0,Воронеж,well_done,1,1891542956,garden,1963,Железобетонный,0,Ленточный,6 м2
227,"улица Фёдора Тютчева, 97",3390000,5,10,1,34.0,Воронеж,well_done,1,2058015088,garden,2012,Железобетонный,0,0,"8,5 м2"
228,"улица Хользунова, 38",4800000,3,7,1,35.0,Воронеж,well_done,1,2059898282,garden,2015,Железобетонный,0,0,"8,3 м2"
229,"Олимпийский бульвар, 6",4250000,25,25,1,36.1,Воронеж,well_done,1,1409619765,garden,2016,Железобетонный,0,0,9 м2
230,"улица Хользунова, 12",5500000,10,16,1,40.0,Воронеж,well_done,1,2057851301,garden,2006,Железобетонный,0,Ленточный,10 м2
231,"улица Антонова-Овсеенко, 35В",5399000,11,16,1,46.2,Воронеж,well_done,1,2059038953,garden,2013,Железобетонный,0,0,"10,4 м2"
232,"проспект Патриотов, 12",4550000,1,5,1,42.0,Воронеж,well_done,1,2059570435,garden,1969,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,6 м2
233,"Беговая улица, 219Ж",4600000,8,10,1,38.3,Воронеж,well_done,1,2059680703,garden,2013,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,"10,1 м2"
234,"улица Льва Толстого, 21",3590000,7,9,1,40.5,Орёл,well_done,1,2058875449,garden,2014,0,0,0,"9,5 м2"
235,"улица Родзевича-Белевича, 1",4500000,9,10,1,40.0,Орёл,well_done,1,2059058516,garden,2013,0,0,0,9 м2
236,"бульвар Молодёжи, 16",4540000,9,10,1,47.0,Орёл,well_done,1,2058251637,garden,2012,Железобетонный,0,0,12 м2
237,"улица Бурова, 30к2",3680000,10,11,1,40.0,Орёл,well_done,1,2059720645,garden,2011,Железобетонный,0,0,10 м2
238,"Советская улица, 25",6800000,7,9,1,58.0,Орёл,well_done,1,2059294667,garden,2003,Железобетонный,0,0,"22,2 м2"
239,"Раздольная улица, 27А",3500000,7,17,1,40.8,Орёл,well_done,1,2058612106,garden,2015,Железобетонный,0,0,11 м2
240,"улица Адмирала Горшкова, 24",6900000,21,24,1,37.1,Владивосток,without_repair,1,2057026301,garden,2011,Иное,0,Иной,0
241,"Уральская улица, 2Д",3592500,10,17,1,48.0,Оренбург,without_repair,1,2059490875,garden,2022,Железобетонный,Центральное,0,17 м2
242,Уральская улица,3997500,5,17,1,52.0,Оренбург,without_repair,1,2045077471,garden,2023,0,0,0,"16,4 м2"
243,"Уральская улица, 2Д",3382500,2,17,1,45.1,Оренбург,without_repair,1,1703739225,garden,2022,Железобетонный,Центральное,0,0
244,"улица Розы Люксембург, 180/1",1580000,2,5,1,36.1,Оренбург,without_repair,1,2059838595,garden,1987,Железобетонный,0,Сборный,8 м2
245,"улица Ильи Глазунова, 2",2690000,2,5,1,33.0,Оренбург,without_repair,1,2058387823,garden,2021,Железобетонный,0,Ленточный,9 м2
246,"Центральная улица, 3",1450000,5,5,1,30.0,Оренбург,without_repair,1,2056903609,garden,1987,Железобетонный,0,Ленточный,9 м2
247,"улица Неплюева, 2",3510000,15,18,1,46.8,Оренбург,without_repair,1,2059382147,garden,2023,Железобетонный,Центральное,0,"18,4 м2"
248,"улица 60-й Армии, 8",3400000,6,12,1,35.0,Воронеж,without_repair,1,2059732183,garden,1984,Железобетонный,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Ленточный,10 м2
249,"переулок Здоровья, 90Г/1к1",5130000,5,16,1,51.3,Воронеж,without_repair,1,2057901201,garden,2023,Железобетонный,0,0,11 м2
250,"Загородная улица, 7А",4995000,6,17,1,47.6,Воронеж,without_repair,1,2057080331,garden,2013,0,0,0,"14,5 м2"
251,"улица Карпинского, 15",3150000,4,5,1,21.6,Воронеж,without_repair,1,2059889769,garden,1971,Железобетонный,0,Ленточный,1 м2
252,"улица Еремеева, 43",2800000,3,3,1,32.1,Воронеж,without_repair,1,2059644508,garden,1959,Железобетонный,0,Ленточный,8 м2
253,"проспект Труда, 21",2900000,3,5,1,30.9,Воронеж,without_repair,1,2059857650,garden,1976,Железобетонный,0,Ленточный,7 м2
254,"улица 9 Января, 233/40",3935000,7,25,1,32.1,Воронеж,without_repair,1,2059265338,garden,2023,Железобетонный,Центральное,0,8 м2
255,"улица Владимира Невского, 25/8",3730000,14,17,1,39.8,Воронеж,without_repair,1,2057806426,garden,2005,Железобетонный,0,0,10 м2
256,"улица Берёзовая Роща, 4А",5150000,1,24,1,42.5,Воронеж,without_repair,1,1740545615,garden,2023,Железобетонный,0,0,"12,8 м2"
257,"улица Берёзовая Роща, 4А",6165000,7,10,1,41.1,Воронеж,without_repair,1,2059670827,garden,2023,Железобетонный,Центральное,0,"11,7 м2"
258,"Автовокзальная улица, 6",3400000,7,8,1,36.0,Орёл,without_repair,1,2059313136,garden,2023,Железобетонный,Центральное,0,8 м2
259,"Автовокзальная улица, 6",3700000,6,8,1,44.2,Орёл,without_repair,1,2057574440,garden,2023,Железобетонный,Центральное,0,9 м2
260,"улица Генерала Родина, 68",3345000,17,20,1,35.6,Орёл,without_repair,1,1910920588,garden,2022,Железобетонный,0,0,10 м2
261,"улица Панчука, 85",4239000,12,17,1,44.2,Орёл,without_repair,1,2059404949,garden,2017,0,0,0,"12,3 м2"
262,"Автовокзальная улица, 6",3600000,7,8,1,38.0,Орёл,without_repair,1,2059313135,garden,2023,Железобетонный,Центральное,0,10 м2
263,"Комсомольская улица, 77",2600000,5,5,1,31.1,Орёл,without_repair,1,2059788065,garden,1960,Железобетонный,0,Иной,"6,1 м2"
264,"Раздольная улица, 29",3925900,10,18,1,47.3,Орёл,without_repair,1,2059506302,garden,2023,Железобетонный,0,0,"19,9 м2"
265,"Пихтовая улица, 21Б",8400000,14,16,1,48.6,Владивосток,standard,2,2058698991,garden,2014,Железобетонный,0,Ленточный,"9,1 м2"
266,"Салмышская улица, 11/1",3800000,11,12,1,42.0,Оренбург,standard,2,2059886570,garden,2008,Железобетонный,0,0,"12,8 м2"
